1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Torkoal,324,3,Unreleased,,,,,,,1,165,,,,,,,,,Fire,,Fire,Clear,,,,,1745,2036,3,,,Fire Spin,Ember,Fire Spin / Ember,Overheat,Solar Beam,Earthquake,,,,,Overheat / Solar Beam / Earthquake,,,,,,,,,,,,,,,
Spoink,325,3,Global,,Wild,,,Grumpig,,1,166,,,,,,,,,Psychic,,Psychic,Windy,,145,120,125,1101,1285,1,2,,Zen Headbutt,Splash,Zen Headbutt / Splash,Shadow Ball,Mirror Coat,Psybeam,,,,,Shadow Ball / Mirror Coat / Psybeam,,,,,,,,,,,,,,,
Grumpig,326,3,Global,,Wild,,Spoink,,,2,166,,,,,,,,,Psychic,,Psychic,Windy,,211,160,171,1980,2310,1,,,Extrasensory,Charge Beam,Extrasensory / Charge Beam,Psychic,Shadow Ball,Mirror Coat,,,,,Psychic / Shadow Ball / Mirror Coat,,,,,,,,,,,,,,,
Spinda,327,3,Unreleased,,,,,,,1,167,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,932,1088,3,,,Sucker Punch,Psycho Cut,Sucker Punch / Psycho Cut,Rock Tomb,Dig,Icy Wind,,,,,Rock Tomb / Dig / Icy Wind,,,,,,,,,,,,,,,
Trapinch,328,3,Unreleased,,,,,Vibrava,,1,168,,,,,,,,,Ground,,Ground,Clear,,,,,936,1092,5,,,Struggle Bug,Mud Shot,Struggle Bug / Mud Shot,Dig,Sand Tomb,Crunch,,,,,Dig / Sand Tomb / Crunch,,,,,,,,,,,,,,,
Vibrava,329,3,Unreleased,,,,Trapinch,Flygon,,2,168,,,,,,,,,Ground,Dragon,Ground / Dragon,Clear,Windy,,,,913,1065,5,,,Dragon Breath,Mud Shot,Dragon Breath / Mud Shot,Bulldoze,Bug Buzz,Sand Tomb,,,,,Bulldoze / Bug Buzz / Sand Tomb,,,,,,,,,,,,,,,
Flygon,330,3,Unreleased,,,,Vibrava,,,3,168,,,,,,,,,Ground,Dragon,Ground / Dragon,Clear,Windy,,,,2107,2458,5,,,Dragon Tail,Mud Shot,Dragon Tail / Mud Shot,Stone Edge,Earthquake,Dragon Claw,,,,,Stone Edge / Earthquake / Dragon Claw,,,,,,,,,,,,,,,
Cacnea,331,3,Unreleased,,,,,Cacturne,,1,169,,,,,,,,,Grass,,Grass,Clear,,,,,926,1080,3,,,Sucker Punch,Poison Sting,Sucker Punch / Poison Sting,Grass Knot,Seed Bomb,Brick Break,,,,,Grass Knot / Seed Bomb / Brick Break,,,,,,,,,,,,,,,
Cacturne,332,3,Unreleased,,,,Cacnea,,,2,169,,,,,,,,,Grass,Dark,Grass / Dark,Clear,Fog,,,,1793,2092,3,,,Poison Jab,Sucker Punch,Poison Jab / Sucker Punch,Grass Knot,Dynamic Punch,Dark Pulse,,,,,Grass Knot / Dynamic Punch / Dark Pulse,,,,,,,,,,,,,,,
Swablu,333,3,Unreleased,,,,,Altaria,,1,170,,,,,,,,,Normal,Flying,Normal / Flying,Partly Cloudy,Windy,,,,619,722,1,,,Peck,Astonish,Peck / Astonish,Aerial Ace,Ice Beam,Disarming Voice,,,,,Aerial Ace / Ice Beam / Disarming Voice,,,,,,,,,,,,,,,
Altaria,334,3,Unreleased,,,,Swablu,,,2,170,,,,,,,,,Dragon,Flying,Dragon / Flying,Windy,Windy,,,,1602,1868,1,,,Dragon Breath,Peck,Dragon Breath / Peck,Sky Attack,Dragon Pulse,Dazzling Gleam,,,,,Sky Attack / Dragon Pulse / Dazzling Gleam,,,,,,,,,,,,,,,
Zangoose,335,3,"EUR, AUS, Asia",4,Wild,,,,-,1,171,,,,,,,,,Normal,,Normal,Partly Cloudy,,124,146,222,1898,2214,3,,,Shadow Claw,Fury Cutter,Shadow Claw / Fury Cutter,Close Combat,Night Slash,Dig,,,,,Close Combat / Night Slash / Dig,,,,,,,,,,,,,,,
Seviper,336,3,"N/S Am, Afr",4,Wild,,,,-,1,172,,,,,,,,,Poison,,Poison,Cloudy,,118,146,196,1653,1928,3,,,Poison Jab,Iron Tail,Poison Jab / Iron Tail,Poison Fang,Crunch,Wrap,,,,,Poison Fang / Crunch / Wrap,,,,,,,,,,,,,,,
Lunatone,337,3,Unreleased,,,,,,,1,173,,,,,,,,,Rock,Psychic,Rock / Psychic,Partly Cloudy,Windy,,,,1716,2245,3,,,Rock Throw,Confusion,Rock Throw / Confusion,Psychic,Rock Slide,Moonblast,,,,,Psychic / Rock Slide / Moonblast,,,,,,,,,,,,,,,
Solrock,338,3,Unreleased,,,,,,,1,174,,,,,,,,,Rock,Psychic,Rock / Psychic,Partly Cloudy,Windy,,,,1716,2245,3,,,Rock Throw,Confusion,Rock Throw / Confusion,Psychic,Solar Beam,Rock Slide,,,,,Psychic / Solar Beam / Rock Slide,,,,,,,,,,,,,,,
Barboach,339,3,Global,,Wild,,,Whiscash,,1,175,,,,,,,,,Water,Ground,Water / Ground,Rain,Clear,,,,613,716,1,2,,Water Gun,Mud Shot,Water Gun / Mud Shot,Aqua Tail,Mud Bomb,Ice Beam,,,,,Aqua Tail / Mud Bomb / Ice Beam,,,,,,,,,,,,,,,
Whiscash,340,3,Global,,Wild,,Barboach,,,2,175,,,,,,,,,Water,Ground,Water / Ground,Rain,Clear,,,,1707,1991,1,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Blizzard,Mud Bomb,Water Pulse,,,,,Blizzard / Mud Bomb / Water Pulse,,,,,,,,,,,,,,,
Corphish,341,3,Global,,Wild,,,Crawdaunt,,1,176,,,,,,,,,Water,,Water,Rain,,,,,949,1107,3,5,,Bubble,Rock Smash,Bubble / Rock Smash,Bubble,Aqua Jet,Vice Grip,,,,,Bubble / Aqua Jet / Vice Grip,,,,,,,,,,,,,,,
Crawdaunt,342,3,Global,,Wild,,Corphish,,,2,176,,,,,,,,,Water,Dark,Water / Dark,Rain,Fog,,,,1986,2317,3,,,Waterfall,Snarl,Waterfall / Snarl,Bubble Beam,Night Slash,Vice Grip,,,,,Bubble Beam / Night Slash / Vice Grip,,,,,,,,,,,,,,,
Baltoy,343,3,Unreleased,,,,,Claydol,,1,177,,,,,,,,,Ground,Psychic,Ground / Psychic,Clear,Windy,,,,580,676,3,,,Confusion,Extrasensory,Confusion / Extrasensory,Psybeam,Dig,Gyro Ball,,,,,Psybeam / Dig / Gyro Ball,,,,,,,,,,,,,,,
Claydol,344,3,Unreleased,,,,Baltoy,,,2,177,,,,,,,,,Ground,Psychic,Ground / Psychic,Clear,Windy,,,,1527,1782,3,,,Confusion,Extrasensory,Confusion / Extrasensory,Psychic,Earthquake,Gyro Ball,,,,,Psychic / Earthquake / Gyro Ball,,,,,,,,,,,,,,,
Lileep,345,3,Unreleased,,,,,Cradily,,1,178,,,,,,,,,Rock,Grass,Rock / Grass,Partly Cloudy,Clear,,,,1012,1181,3,,,Acid,Infestation,Acid / Infestation,Grass Knot,Ancient Power,Mirror Coat,,,,,Grass Knot / Ancient Power / Mirror Coat,,,,,,,,,,,,,,,
Cradily,346,3,Unreleased,,,,Lileep,,,2,178,,,,,,,,,Rock,Grass,Rock / Grass,Partly Cloudy,Clear,,,,1784,2081,3,,,Acid,Infestation,Acid / Infestation,Stone Edge,Grass Knot,Bulldoze,,,,,Stone Edge / Grass Knot / Bulldoze,,,,,,,,,,,,,,,
Anorith,347,3,Unreleased,,,,,Armaldo,,1,179,,,,,,,,,Rock,Bug,Rock / Bug,Partly Cloudy,Rain,,,,1123,1310,3,,,Scratch,Struggle Bug,Scratch / Struggle Bug,Cross Poison,Ancient Power,Aqua Jet,,,,,Cross Poison / Ancient Power / Aqua Jet,,,,,,,,,,,,,,,
Armaldo,348,3,Unreleased,,,,Anorith,,,2,179,,,,,,,,,Rock,Bug,Rock / Bug,Partly Cloudy,Rain,,,,2293,2675,3,,,Struggle Bug,Fury Cutter,Struggle Bug / Fury Cutter,Rock Blast,Cross Poison,Water Pulse,,,,,Rock Blast / Cross Poison / Water Pulse,,,,,,,,,,,,,,,
Feebas,349,3,Global,,Wild,,,Milotic,,1,180,,,,,,,,,Water,,Water,Rain,,,,,188,220,5,10,,Tackle,Splash,Tackle / Splash,Mirror Coat,,,,,,,Mirror Coat,,,,,,,,,,,,,,,
Milotic,350,3,Global,,Buddy,,Feebas,,,2,180,,,,,,,,,Water,,Water,Rain,,,,,2543,2967,5,,,Dragon Tail,Waterfall,Dragon Tail / Waterfall,Surf,Blizzard,Hyper Beam,,,,,Surf / Blizzard / Hyper Beam,,,,,,,,,,,,,,,
Castform,351,3,Unreleased,,,,,,,1a,181,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,1273,1486,5,,,Bite,Rock Smash,Bite / Rock Smash,Stomp,Crunch,Ancient Power,,,,,Stomp / Crunch / Ancient Power,,,,,,,,,,,,,,,
Castform,351,3,Unreleased,,,,,,,1a,181,,,,,,,,,Fire,,Fire,Clear,,,,,1273,1486,5,,,Bite,Rock Smash,Bite / Rock Smash,Stomp,Crunch,Ancient Power,,,,,Stomp / Crunch / Ancient Power,,,,,,,,,,,,,,,
Castform,351,3,Unreleased,,,,,,,1a,181,,,,,,,,,Water,,Water,Rain,,,,,1273,1486,5,,,Bite,Rock Smash,Bite / Rock Smash,Stomp,Crunch,Ancient Power,,,,,Stomp / Crunch / Ancient Power,,,,,,,,,,,,,,,
Castform,351,3,Unreleased,,,,,,,1a,181,,,,,,,,,Ice,,Ice,Snow,,,,,1273,1486,5,,,Bite,Rock Smash,Bite / Rock Smash,Stomp,Crunch,Ancient Power,,,,,Stomp / Crunch / Ancient Power,,,,,,,,,,,,,,,
Kecleon,352,3,Unreleased,,,,,,,1,182,,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,1649,1924,5,,,Lick,Sucker Punch,Lick / Sucker Punch,Thunder,Foul Play,Flamethrower,Aerial Ace,Shadow Sneak,,,Thunder / Foul Play / Flamethrower / Aerial Ace / Shadow Sneak,,,,,,,,,,,,,,,
Shuppet,353,3,Global,2,Wild,,,Banette,,1,183,,,,,,,,,Ghost,,Ghost,Fog,,66,88,138,748,872,3,5,,Feint Attack,Astonish,Feint Attack / Astonish,Ominous Wind,Night Shade,Shadow Sneak,,,,,Ominous Wind / Night Shade / Shadow Sneak,,,,,,,,,,,,,,,
Banette,354,3,Global,4,Wild,,Shuppet,,,2,183,,,,,,,,,Ghost,,Ghost,Fog,,127,128,218,1777,2073,3,,,Hex,Shadow Claw,Hex / Shadow Claw,Shadow Ball,Dazzling Gleam,Thunder,,,,,Shadow Ball / Dazzling Gleam / Thunder,,,,,,,,,,,,,,,
Duskull,355,3,Global,2,Wild,,,Dusclops,,1,184,,,Linear - 1,Linear - 3,,,,,Ghost,,Ghost,Fog,,162,40,70,449,523,3,5,,Hex,Astonish,Hex / Astonish,Ominous Wind,Night Shade,Shadow Sneak,,,,,Ominous Wind / Night Shade / Shadow Sneak,,,,,,,,,,,,,,,
Dusclops,356,3,Global,5,Wild,,Duskull,Dusknoir,,2,184,,,Linear - 2,Linear - 3,,,,,Ghost,,Ghost,Fog,,234,80,124,1144,1335,3,,,Hex,Feint Attack,Hex / Feint Attack,Shadow Punch,Ice Punch,Fire Punch,,,,,Shadow Punch / Ice Punch / Fire Punch,,,,,,,,,,,,,,,
Tropius,357,3,Unreleased,,,,,,,1,185,,,,,,,,,Grass,Flying,Grass / Flying,Clear,Windy,,,,1582,1846,5,,,Razor Leaf,Air Slash,Razor Leaf / Air Slash,Leaf Blade,Stomp,Aerial Ace,,,,,Leaf Blade / Stomp / Aerial Ace,,,,,,,,,,,,,,,
Chimecho,358,3,Unreleased,,,,Chingling,,,1,186,,,Solo,Baby,,,,,Psychic,,Psychic,Windy,,,,,1597,2095,5,,,Extrasensory,Astonish,Extrasensory / Astonish,Shadow Ball,Psyshock,Energy Ball,,,,,Shadow Ball / Psyshock / Energy Ball,,,,,,,,,,,,,,,
Absol,359,3,Global,,Raid Only,4,,,-,1,187,,,,,,,,✓,Dark,,Dark,Fog,,120,130,246,1955,2280,5,,,Snarl,Psycho Cut,Snarl / Psycho Cut,Thunder,Megahorn,Dark Pulse,,,,,Thunder / Megahorn / Dark Pulse,,,26262,1232,1303,,,,,,,,,,
Wynaut,360,3,Global,,Egg,,,Wobbuffet,,0,101,,Linear - 1,Baby,,,,,,Psychic,,Psychic,Windy,,86,190,41,431,503,3,5,,Counter,Splash,Counter / Splash,Mirror Coat,,,,,,,Mirror Coat,,,,,,,,,,,,,,,
Snorunt,361,3,Global,,Wild,,,Glalie,,1,188,,,Linear - 1,Alt - 2,,,,,Ice,,Ice,Snow,,,,,662,772,3,,,Hex,Powder Snow,Hex / Powder Snow,Avalanche,Shadow Ball,Icy Wind,,,,,Avalanche / Shadow Ball / Icy Wind,,,,,,,,,,,,,,,
Glalie,362,3,Global,,Wild,,Snorunt,Froslass,,2,188,,,Linear - 2,Alt - 2,,,,,Ice,,Ice,Snow,,,,,1667,1945,3,,,Frost Breath,Ice Shard,Frost Breath / Ice Shard,Avalanche,Shadow Ball,Gyro Ball,,,,,Avalanche / Shadow Ball / Gyro Ball,,,,,,,,,,,,,,,
Spheal,363,3,Global,,Wild,,,Sealeo,,1,189,,,,,,,,,Ice,Water,Ice / Water,Snow,Rain,,,,751,876,3,2,,Rock Smash,Water Gun,Rock Smash / Water Gun,Aurora Beam,Body Slam,Water Pulse,,,,,Aurora Beam / Body Slam / Water Pulse,,,,,,,,,,,,,,,
Sealeo,364,3,Global,,Wild,,Spheal,Walrein,,2,189,,,,,,,,,Ice,Water,Ice / Water,Snow,Rain,,,,1377,1607,3,,,Water Gun,Powder Snow,Water Gun / Powder Snow,Aurora Beam,Body Slam,Water Pulse,,,,,Aurora Beam / Body Slam / Water Pulse,,,,,,,,,,,,,,,
Walrein,365,3,Global,,Wild,,Sealeo,,,3,189,,,,,,,,,Ice,Water,Ice / Water,Snow,Rain,,,,2234,2606,3,,,Waterfall,Frost Breath,Waterfall / Frost Breath,Blizzard,Earthquake,Water Pulse,,,,,Blizzard / Earthquake / Water Pulse,,,,,,,,,,,,,,,
Clamperl,366,3,Unreleased,,,,,Huntail,,1,190,,,Linear - 1,,,,,,Water,,Water,Rain,,,,,935,1091,3,,,Water Gun,,Water Gun,Ice Beam,Body Slam,Water Pulse,,,,,Ice Beam / Body Slam / Water Pulse,,,,,,,,,,,,,,,
Huntail,367,3,Unreleased,,,,Clamperl,Gorebyss,,2,190,,,Alt - 2,,,,,,Water,,Water,Rain,,,,,1834,2140,3,,,Water Gun,Bite,Water Gun / Bite,Aqua Tail,Ice Beam,Crunch,,,,,Aqua Tail / Ice Beam / Crunch,,,,,,,,,,,,,,,
Gorebyss,368,3,Unreleased,,,,Clamperl,,,3,190,,,Alt - 2,,,,,,Water,,Water,Rain,,,,,1955,2281,3,,,Water Gun,Confusion,Water Gun / Confusion,Psychic,Water Pulse,Draining Kiss,,,,,Psychic / Water Pulse / Draining Kiss,,,,,,,,,,,,,,,
Relicanth,369,3,New Zealand,,Wild,,,,,1,191,,,,,,,,,Water,Rock,Water / Rock,Rain,Partly Cloudy,,,,2192,2557,5,,,Water Gun,Zen Headbutt,Water Gun / Zen Headbutt,Hydro Pump,Aqua Tail,Ancient Power,,,,,Hydro Pump / Aqua Tail / Ancient Power,,,,,,,,,,,,,,,
Luvdisc,370,3,Global,,Wild,,,,,1,192,,,,,,,,,Water,,Water,Rain,,,,,630,735,3,2,,Water Gun,Splash,Water Gun / Splash,Water Pulse,Draining Kiss,Aqua Jet,,,,,Water Pulse / Draining Kiss / Aqua Jet,,,,,,,,,,,,,,,
Bagon,371,3,Unreleased,,,,,Shelgon,25,1,193,,,,,,,,,Dragon,,Dragon,Windy,,,,,902,1053,5,,,Bite,Ember,Bite / Ember,Flamethrower,Crunch,Twister,,,,,Flamethrower / Crunch / Twister,,,,,,,,,,,,,,,
Shelgon,372,3,Unreleased,,,,Bagon,Salamence,100,2,193,,,,,,,,,Dragon,,Dragon,Windy,,,,,1679,1958,5,,,Dragon Breath,Ember,Dragon Breath / Ember,Flamethrower,Dragon Pulse,Twister,,,,,Flamethrower / Dragon Pulse / Twister,,,,,,,,,,,,,,,
Salamence,373,3,Unreleased,,,,Shelgon,,-,3,193,,,,,,,,,Dragon,Flying,Dragon / Flying,Windy,Windy,,,,3027,3532,5,,,Dragon Tail,Fire Fang,Dragon Tail / Fire Fang,Draco Meteor,Hydro Pump,Fire Blast,,,,,Draco Meteor / Hydro Pump / Fire Blast,,,,,,,,,,,,,,,
Beldum,374,3,Unreleased,,,,,Metang,,1,194,,,,,,,,,Steel,Psychic,Steel / Psychic,Snow,Windy,,,,723,843,5,,,Take Down,,Take Down,Struggle,,,,,,,Struggle,,,,,,,,,,,,,,,
Metang,375,3,Unreleased,,,,Beldum,Metagross,,2,194,,,,,,,,,Steel,Psychic,Steel / Psychic,Snow,Windy,,,,1345,1570,5,,,Metal Claw,Zen Headbutt,Metal Claw / Zen Headbutt,Psychic,Gyro Ball,Psyshock,,,,,Psychic / Gyro Ball / Psyshock,,,,,,,,,,,,,,,
Metagross,376,3,Unreleased,,,,Metang,,,3,194,,,,,,,,,Steel,Psychic,Steel / Psychic,Snow,Windy,,,,3124,3637,5,,,Zen Headbutt,Bullet Punch,Zen Headbutt / Bullet Punch,Flash Cannon,Psychic,Earthquake,,,,,Flash Cannon / Psychic / Earthquake,,,,,,,,,,,,,,,
Regirock,377,3,Unreleased,,,,,,,1,195,,,,,,,,,Rock,,Rock,Partly Cloudy,,,,,2646,3087,20,,,Rock Throw,Rock Smash,Rock Throw / Rock Smash,Stone Edge,Focus Blast,Zap Cannon,,,,,Stone Edge / Focus Blast / Zap Cannon,,,,,,,,,,,,,,,
Regice,378,3,Unreleased,,,,,,,1,196,,,,,,,,,Ice,,Ice,Snow,,,,,2646,3087,20,,,Frost Breath,Rock Smash,Frost Breath / Rock Smash,Blizzard,Focus Blast,Earthquake,,,,,Blizzard / Focus Blast / Earthquake,,,,,,,,,,,,,,,
Registeel,379,3,Unreleased,,,,,,,1,197,,,,,,,,,Steel,,Steel,Snow,,,,,1938,2261,20,,,Metal Claw,Rock Smash,Metal Claw / Rock Smash,Flash Cannon,Focus Blast,Hyper Beam,,,,,Flash Cannon / Focus Blast / Hyper Beam,,,,,,,,,,,,,,,
Latias,380,3,Unreleased,,,,,,,1,198,,,,,,,,,Dragon,Psychic,Dragon / Psychic,Windy,Windy,,,,2895,3377,20,,,Dragon Breath,Zen Headbutt,Dragon Breath / Zen Headbutt,Psychic,Thunder,Dragon Claw,,,,,Psychic / Thunder / Dragon Claw,,,,,,,,,,,,,,,
Latios,381,3,Unreleased,,,,,,,1,199,,,,,,,,,Dragon,Psychic,Dragon / Psychic,Windy,Windy,,,,3124,3644,20,,,Dragon Breath,Zen Headbutt,Dragon Breath / Zen Headbutt,Psychic,Solar Beam,Dragon Claw,,,,,Psychic / Solar Beam / Dragon Claw,,,,,,,,,,,,,,,
Kyogre,382,3,Unreleased,,,,,,,1,200,,,,,,,,,Water,,Water,Rain,,,,,4178,4074,20,,,Waterfall,,Waterfall,Hydro Pump,Blizzard,Thunder,,,,,Hydro Pump / Blizzard / Thunder,,,,,,,,,,,,,,,
Groudon,383,3,Global,,Raid Only,5,,,-,1,201,,,,,,,,,Ground,,Ground,Clear,,,,,4178,4074,20,,,Dragon Tail,Mud Shot,Dragon Tail / Mud Shot,Earthquake,Solar Beam,Fire Blast,,,,,Earthquake / Solar Beam / Fire Blast,,,59505,2685,2785,,,,,,,,,,
Rayquaza,384,3,Unreleased,,,,,,,1,202,,,,,,,,,Dragon,Flying,Dragon / Flying,Windy,Windy,,,,3732,3645,20,,,Dragon Tail,Air Slash,Dragon Tail / Air Slash,Outrage,Aerial Ace,Ancient Power,,,,,Outrage / Aerial Ace / Ancient Power,,,,,,,,,,,,,,,
Jirachi,385,3,Unreleased,,,,,,,1,203,,,,,,,,,Steel,Psychic,Steel / Psychic,Snow,Windy,,,,2649,3090,20,,,Confusion,Charge Beam,Confusion / Charge Beam,Doom Desire,Psychic,Dazzling Gleam,,,,,Doom Desire / Psychic / Dazzling Gleam,,,,,,,,,,,,,,,
Deoxys (Normal),386,3,Unreleased,,,,,,,1a,204,,,,,,,,,Psychic,,Psychic,Windy,,,,,1923,2244,20,,,Counter,Zen Headbutt,Counter / Zen Headbutt,Swift,Zap Cannon,Psycho Boost,,,,,Swift / Zap Cannon / Psycho Boost,,,,,,,,,,,,,,,
Deoxys (Attach),386,3,Unreleased,,,,,,,1a,204,,,,,,,,,Psychic,,Psychic,Windy,,,,,2356,2749,20,,,Counter,Zen Headbutt,Counter / Zen Headbutt,Swift,Zap Cannon,Psycho Boost,,,,,Swift / Zap Cannon / Psycho Boost,,,,,,,,,,,,,,,
Deoxys (Defense),386,3,Unreleased,,,,,,,1a,204,,,,,,,,,Psychic,,Psychic,Windy,,,,,1695,1978,20,,,Counter,Zen Headbutt,Counter / Zen Headbutt,Swift,Zap Cannon,Psycho Boost,,,,,Swift / Zap Cannon / Psycho Boost,,,,,,,,,,,,,,,
Deoxys (Speed),386,3,Unreleased,,,,,,,1a,204,,,,,,,,,Psychic,,Psychic,Windy,,,,,2147,2504,20,,,Counter,Zen Headbutt,Counter / Zen Headbutt,Swift,Zap Cannon,Psycho Boost,,,,,Swift / Zap Cannon / Psycho Boost,,,,,,,,,,,,,,,
Budew,406,4,Unreleased,,Egg,,,Roselia,,0,153,,,Linear - 1,Baby,,,,,Grass,Poison,Grass / Poison,Clear,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,407,4,Unreleased,,Shiny Stone,,Roselia,,,2,153,,,Linear - 1,Linear - 2,,,,,Grass,Poison,Grass / Poison,Clear,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambipom,424,4,Unreleased,,Double Hit,,Aipom,,,2,88,,Linear - 1,,Linear - 2,,,,,Normal,,Normal,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mismagius,429,4,Unreleased,,Dusk Stone,,Misdreavus,,,2,93,,Linear - 1,,Linear - 2,,,,,Ghost,,Ghost,Fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honchkrow,430,4,Unreleased,,Dusk Stone,,Murkrow,,,2,92,,Linear - 1,,Linear - 2,,,,,Dark,Flying,Dark / Flying,Fog,Windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chingling,433,4,Unreleased,,"Friendship, night",,,Chimecho,,0,180,,,Linear - 1,Baby,,,,,Psychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonsly,438,4,Unreleased,,Egg,,,Sudowoodo,,0,86,,Linear - 1,,Linear - 2,,,,,Rock,,Rock,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mime Jr,439,4,Unreleased,,Egg,,,Mr Mime,,0,57,Linear - 1,,,,,,,,Psychic,Fairy,Psychic / Fairy,Windy,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiny,440,4,Unreleased,,Egg,,,Chansey,,0,51,Linear - 1,Linear - 2,,Baby,,,,,Normal,,Normal,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munchlax,446,4,Unreleased,,Egg,,,Snorlax,,0,69,Linear - 1,,,,,,,,Normal,,Normal,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantyke,458,4,Unreleased,,Egg,,,Mantine,,0,112,,Linear - 1,,Baby,,,,,Water,Flying,Water / Flying,Rain,Windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,461,4,Unreleased,,,,,Sneasel,,2,104,,Linear - 1,,Linear - 2,,,,,Dark,Ice,Dark / Ice,Fog,Snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,462,4,Unreleased,,,,Magneton,,,3,34,Linear - 1+,,,Linear - 3,,,,,Electric,Steel,Electric / Steel,Rain,Snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lickilicky,463,4,Unreleased,,,,Lickitung,,,2,48,Linear - 1,,,Linear - 2,,,,,Normal,,Normal,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyperior,464,4,Unreleased,,Protector,,Rhydon,,,3,50,Linear - 1+,,,Linear - 3,,,,,Ground,Rock,Ground / Rock,Clear,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,465,4,Unreleased,,,,Tangela,,,2,52,Linear - 1,,,Linear - 2,,,,,Grass,,Grass,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,466,4,Unreleased,,,,Electabuzz,,,2,60,Linear - 1,Baby,,Linear - 2,,,,,Electric,,Electric,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmortar,467,4,Unreleased,,,,Magmar,,,2,61,Linear - 1,Baby,,Linear - 2,,,,,Fire,,Fire,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togekiss,468,4,Unreleased,,Shiny Stone,,Togetic,,,2,82,,Baby+,,Linear - 2,,,,,Fairy,Flying,Fairy / Flying,Cloudy,Windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanmega,468,4,Unreleased,,,,Yanma,,,2,90,,Linear - 1,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,470,4,Unreleased,,,,Eevee,,,2a⁶,65,Base / Alt,Alt - 2,,Alt - 2,,Alt - 2,,,Grass,,Grass,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,471,4,Unreleased,,,,Eevee,,,2a⁷,65,Base / Alt,Alt - 2,,Alt - 2,,Alt - 2,,,Ice,,Ice,Snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gliscor,472,4,Unreleased,,,,Gligar,,,2,99,,Linear - 1,,Linear - 2,,,,,Ground,Flying,Ground / Flying,Clear,Windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,473,4,Unreleased,,,,Piloswine,,,3,107,,Linear - 1+,,Linear - 3,,,,,Ice,Ground,Ice / Ground,Snow,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon Z,474,4,Unreleased,,,,Porygon2,,,3,66,Linear - 1,Linear - 2,,Linear - 3,,,,,Normal,,Normal,Partly Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallade,475,4,Unreleased,,Dawn Stone,,Kirlia,,,3a,136,,,Linear - 1+,Alt - 3,,,,,Psychic,Fighting,Psychic / Fighting,Windy,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probopass,476,4,Unreleased,,,,Nosepass,,,2,143,,,Linear - 1,Linear - 2,,,,,Rock,Steel,Rock / Steel,Partly Cloudy,Snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusknoir,477,4,Unreleased,,Reaper Cloth,,Dusclops,,,3,178,,,Linear - 1+,Linear - 3,,,,,Ghost,,Ghost,Fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
